"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","label","High_income"
"392","Industry","MEPS electric motors","CHE",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"393","Industry","MEPS electric motors","NOR",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"394","Industry","MEPS electric motors","USA",2011,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"395","Industry","MEPS electric motors","TUR",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"396","Transport","Congestion Charges","GBR",2011,10,"MBI","Other MBI",2,2,0,1,1,"OECD","Road toll","Road toll","Taxation (driving)","Market","Pricing","jump",1
"397","Transport","Excise Tax Transport","HUN",2011,7,"MBI","Carbon Pricing",4,4,0,1,1,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",1
"398","Transport","Excise Tax Transport","JPN",2011,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",1
"399","Transport","Excise Tax Transport","KOR",2011,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",0
"400","Transport","Financial support","ESP",2011,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"401","Transport","Financial support","TUR",2011,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"402","Transport","Fossil Fuel Subsidies Transport","CHL",2011,3,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"403","Transport","Fossil Fuel Subsidies Transport","JPN",2011,10,"MBI","Carbon Pricing",10,0,1,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"404","Transport","Investment in Rail Infrastructure","HUN",2011,9,"NMBI","Other NMBI",4,6,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"405","Transport","Investment in Rail Infrastructure","KOR",2011,7,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",0
"406","Transport","Investment in Rail Infrastructure","AUS",2011,5,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"407","Transport","Investment in Rail Infrastructure","FRA",2011,7,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"408","Transport","Investment in Rail Infrastructure","DNK",2011,8,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"409","Buildings","Bans and Phaseouts Fossil Fuels Heating","NOR",2012,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"410","Buildings","BuildingEnergyCodes","BRA",2012,5,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",0
"411","Buildings","BuildingEnergyCodes","NLD",2012,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"412","Buildings","Carbon Tax Buildings","JPN",2012,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"413","Buildings","Financing Mechanism Buildings","BRA",2012,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"414","Buildings","Financing Mechanism Buildings","SAU",2012,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"415","Buildings","Financing Mechanism Buildings","NLD",2012,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"416","Buildings","Fossil Fuel Subsides Buildings","PRT",2012,9,"MBI","Carbon Pricing",3,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"417","Buildings","Fossil Fuel Subsides Buildings","MEX",2012,3,"MBI","Carbon Pricing",2,1,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"418","Buildings","Fossil Fuel Subsides Buildings","GRC",2012,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"419","Buildings","Labels Appliances","AUS",2012,10,"NMBI","Information",5,5,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",1
"420","Buildings","Labels Appliances","ZAF",2012,3,"NMBI","Information",3,3,1,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",0
"421","Buildings","Labels Appliances","CHE",2012,8,"NMBI","Information",3,3,0,1,1,"OECD","Label (appliances)","Label","Label","Non-market","Information","jump",1
"422","Buildings","MEPS of appliances","IDN",2012,5,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"423","Buildings","MEPS of appliances","JPN",2012,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Performance standard (appliances)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"424","Electricity","AirEmissionStandards","MEX",2012,4,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",0
"425","Electricity","AirEmissionStandards","USA",2012,5,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",1
"426","Electricity","AirEmissionStandards","CHN",2012,8,"NMBI","Performance Standards",6,6,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",0
"427","Electricity","AirEmissionStandards","CHL",2012,6,"NMBI","Performance Standards",6,6,1,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",0
"428","Electricity","Carbon Tax Electricity","JPN",2012,5,"MBI","Carbon Pricing",5,5,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"429","Electricity","Carbon Tax Electricity","CAN",2012,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","slow_increase",1
"430","Electricity","ETS Electricity","USA",2012,6,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"431","Electricity","ETS Electricity","AUS",2012,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"432","Electricity","Feed-In-Tariffs","JPN",2012,8,"MBI","Subsidy",4,5,0,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",1
"433","Electricity","Fossil Fuel Subsidies Electricity","DNK",2012,5,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"434","Electricity","Fossil Fuel Subsidies Electricity","ITA",2012,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"435","Electricity","Fossil Fuel Subsidies Electricity","GBR",2012,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"436","Electricity","PlanningRenewablesExpansion","KOR",2012,7,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"437","Electricity","PlanningRenewablesExpansion","IND",2012,4,"NMBI","Other regulatory instruments",4,4,1,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"438","Electricity","PlanningRenewablesExpansion","GBR",2012,4,"NMBI","Other regulatory instruments",2,3,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"439","Electricity","PlanningRenewablesExpansion","ROU",2012,7,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",1
"440","Electricity","Renewable energy certificates","KOR",2012,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",0
"441","Electricity","Renewable energy certificates","NOR",2012,4,"MBI","Subsidy",4,4,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",1
"442","Electricity","Renewable energy certificates","AUS",2012,7,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",1
"443","Electricity","Renewable expansion","COL",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0
"444","Industry","Carbon Tax Industry","JPN",2012,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation","Market","Pricing","jump",1
"445","Industry","EnergyEfficiencyMandates","BEL",2012,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"446","Industry","EnergyEfficiencyMandates","DNK",2012,5,"NMBI","Other regulatory instruments",5,5,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"447","Industry","EnergyEfficiencyMandates","FIN",2012,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",1
"448","Industry","EnergyEfficiencyMandates","IDN",2012,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Energy efficiency mandate","Non-market","Regulation","jump",0
"449","Industry","ETS Industry","AUS",2012,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",1
"450","Industry","Excise Taxes Industry","ROU",2012,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Fuel tax","Fuel tax","Taxation","Market","Pricing","jump",1
"451","Industry","Financing Mechanism Industry","GBR",2012,10,"MBI","Subsidy",10,10,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",1
"452","Industry","Financing Mechanism Industry","SAU",2012,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Financing mechanism","Financing mechanism","Market","Subsidy","jump",0
"453","Industry","Fossil Fuel Subsidies Industry","CHL",2012,9,"MBI","Carbon Pricing",4,7,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",0
"454","Industry","Fossil Fuel Subsidies Industry","PRT",2012,7,"MBI","Carbon Pricing",3,0,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"455","Industry","Fossil Fuel Subsidies Industry","GBR",2012,6,"MBI","Carbon Pricing",6,1,0,1,0,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"456","Industry","Fossil Fuel Subsidies Industry","ESP",2012,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"457","Industry","MEPS electric motors","BRA",2012,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"458","Industry","MEPS electric motors","CAN",2012,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",1
"459","Industry","MEPS electric motors","CHN",2012,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"460","Transport","Carbon Tax Transport","JPN",2012,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Carbon tax","Taxation (driving)","Market","Pricing","jump",1
"461","Transport","Congestion Charges","ITA",2012,2,"MBI","Other MBI",2,2,1,1,1,"OECD","Road toll","Road toll","Taxation (driving)","Market","Pricing","jump",1
"462","Transport","Excise Tax Transport","FIN",2012,6,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fuel tax","Fuel tax","Taxation (driving)","Market","Pricing","jump",1
"463","Transport","Financial support","ARG",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"464","Transport","Financial support","ESP",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",1
"465","Transport","Financial support","KOR",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Adoption subsidy","Adoption subsidy","Adoption subsidy","Market","Subsidy","jump",0
"466","Transport","Fossil Fuel Subsidies Transport","GRC",2012,5,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"467","Transport","Fossil Fuel Subsidies Transport","NOR",2012,9,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","jump",1
"468","Transport","Investment in Rail Infrastructure","GRC",2012,4,"NMBI","Other NMBI",2,-2,0,1,0,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"469","Transport","Investment in Rail Infrastructure","DEU",2012,7,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public expenditure for rail","Public expenditure for rail","Non-market","Subsidy","jump",1
"470","Transport","MEPS Transport","BRA",2012,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"471","Transport","MEPS Transport","CHN",2012,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Performance standard (cars & trucks)","Performance standard","Performance standard","Non-market","Regulation","jump",0
"472","Buildings","Bans and Phaseouts Fossil Fuels Heating","DNK",2013,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out (fossil heatings)","Ban & phase out","Ban & phase out","Non-market","Regulation","jump",1
"473","Buildings","BuildingEnergyCodes","GRC",2013,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
"474","Buildings","BuildingEnergyCodes","FIN",2013,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building code","Building code","Building code","Non-market","Regulation","jump",1
